Address,OwnedAcres,Property,PropertyID,SubArea,UnownedAcres,YearAcquired,Zip,_id__id,amenities_0,amenities_1,loc_lon,loc_lat,amenities_2,amenities_3,amenities_4,amenities_5,amenities_6,amenities_7,amenities_8,amenities_9,amenities_10,col_22,amenities_11,amenities_12,amenities_13,amenities_14,amenities_15,amenities_16,amenities_17,amenities_18,amenities_19,_created_at,_updated_at
SE 87th Ave & Claybourne St,7.46,Glenwood Park,154,SE,0,1941,97266,4ff75389c89f8f7b9fe20100,baseball field,disabled access play area,-122.572747,45.473868,disabled access restroom,paths : paved,paths : unpaved,picnic tables,playground,soccer field,horseshoe pit,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Corbett Ave & Lane St,0.09,Heritage Tree Park,179,CC/NW,0,1997,97201,4ff75389c89f8f7b9fed0100,,,-122.676283,45.495664,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 37th Ave & Ivon St,0.19,Ivon Community Garden,197,SE,0,1978,97215,4ff75389c89f8f7b9ff70100,community garden,,-122.623736,45.504292,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
1805 SW DeWitt St,1.13,DeWitt Park,38,SW,0,1960,97239,4ff75389c89f8f7b9fa60100,picnic tables,playground,-122.693662,45.480463,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 141st Ave & Failing St,8.85,Argay Park,53,OE,0,1984,97230,4ff75389c89f8f7b9faf0100,basketball court,dog off-leash area,-122.518391,45.551654,paths : paved,paths : unpaved,picnic tables,playground,soccer field,softball field,tennis court,tennis court :  lighted,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 10th Ave & Haig St,2.37,Brooklyn Park,67,SE,0,1949,97202,4ff75389c89f8f7b9fb80100,basketball court,disabled access play area,-122.654968,45.498541,disabled access restroom,paths : paved,picnic tables,playground,softball field,statue or public art,horseshoe pit,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 4th Ave & Main St,0,Chapman Square,99,CC/NW,0,1869,97205,4ff75389c89f8f7b9fc00100,disabled access restroom,historical site,-122.677671,45.515392,paths : paved,statue or public art,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 59th Ave & Hamilton St,7.32,Fanno Creek Natural Area,118,SW,0,1997,97221,4ff75389c89f8f7b9fcc0100,natural area,,-122.728705,45.4884,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Buffalo St & Burrage Ave,1.64,Gammans Park,137,N,0,1910,97217,4ff75389c89f8f7b9fdb0100,paths : paved,picnic tables,-122.693969,45.575368,playground,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
Naito Pkwy between SW Harrison St & NW Glisan St,30.22,Waterfront Park,156,CC/NW,0,1927,97204,4ff75389c89f8f7b9fe30100,boat dock,disabled access restroom,-122.672229,45.516924,fountain,historical site,paths : paved,statue or public art,trails : biking,visitor attraction,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
3500 N Victory Blvd,340.36,Heron Lakes Golf Course,180,N,0,1950,97217,4ff75389c89f8f7b9fee0100,golf course,historical site,-122.704015,45.6033,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Kingston Dr,0,Japanese Garden,200,CC/NW,0,1963,97201,4ff75389c89f8f7b9ff80100,public garden,gift shop,-122.707663,45.51873,visitor attraction,vista point,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 55th Ave & Alfred Ct,18.7,Dickinson Park,39,SW,0,1993,97219,4ff75389c89f8f7b9fa70100,natural area,playground,-122.73501,45.449334,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 53rd Ave & Dickinson St,5.15,Ash Creek Natural Area,55,SW,0,1997,97219,4ff75389c89f8f7b9fb00100,natural area,,-122.731517,45.448596,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 15th Ave & Bush St,2.94,Brooklyn School Park,68,SE,0,1979,97202,4ff75389c89f8f7b9fb90100,paths : paved,picnic site : reservable,-122.650138,45.494641,picnic tables,playground,tennis court,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 112th Ave & Boise St,7.85,Earl Boyles Park,101,OE,0,1986,97266,4ff75389c89f8f7b9fc10100,disabled access play area,paths : paved,-122.550227,45.492654,paths : unpaved,picnic tables,playground,horseshoe pit,volleyball court,splash pad,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 75th Ave & Flavel St,4.17,Flavel Park,123,SE,0,1953,97206,4ff75389c89f8f7b9fd00100,paths : paved,playground,-122.586103,45.467686,soccer field,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Terwilliger Blvd & Slavin Rd,32.36,George Himes Park,147,SW,0,1903,97201,4ff75389c89f8f7b9fdc0100,natural area,paths : paved,-122.683398,45.477665,paths : unpaved,picnic tables,trails : hiking,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 13th Ave & Davenport St,5.41,Governors Park,166,SW,0,1894,97201,4ff75389c89f8f7b9fe40100,natural area,,-122.692921,45.507141,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 27th Ave & Hillsdale Hwy,5.17,Hillsdale Park,183,SW,0,1952,97201,4ff75389c89f8f7b9fef0100,dog off-leash area,picnic tables,-122.703986,45.481437,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 18th Pl north of Broadleaf Dr,2.24,Jensen Natural Area,201,SW,0,1996,97219,4ff75389c89f8f7b9ff90100,natural area,,-122.696603,45.454749,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 6th Ave & Sheridan St,14.08,Duniway Park,44,CC/NW,0,1918,97201,4ff75389c89f8f7b9fa80100,disabled access restroom,paths : paved,-122.684209,45.503693,picnic tables,playground,soccer field,track,horseshoe pit,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE Cesar E Chavez Blvd & Bybee Blvd,6.45,Berkeley Park,57,SE,0,1941,97202,4ff75389c89f8f7b9fb20100,baseball field,disabled access play area,-122.624242,45.473155,disabled access restroom,paths : paved,picnic tables,playground,soccer field,softball field,tennis court,horseshoe pit,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 12th Ave & Everett St,11.93,Buckman Field Park,90,NE,0,1920,97232,4ff75389c89f8f7b9fbb0100,baseball field,disabled access play area,-122.651779,45.525623,football field,paths : paved,paths : unpaved,picnic tables,playground,soccer field,softball field,track,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
2425 SE Bybee Blvd,139.95,Eastmoreland Golf Course,106,SE,0,1916,97202,4ff75389c89f8f7b9fc40100,golf course,,-122.636925,45.473532,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
2999 NW Miller Rd,2.93,Forest Heights Park,126,CC/NW,0,1995,97229,4ff75389c89f8f7b9fd20100,disabled access play area,paths : paved,-122.776112,45.543397,playground,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 130th Ave & Boise St,3.8,Gilbert Heights Park,149,OE,0,1993,97236,4ff75389c89f8f7b9fde0100,paths : paved,picnic tables,-122.531292,45.491867,soccer field,softball field,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 90th Ave & Tillamook St,4.25,Hancock Park,171,NE,0,1941,97220,4ff75389c89f8f7b9fe70100,picnic tables,playground,-122.571923,45.536655,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
653 NW Culpepper Terr,3.43,Hillside Park,185,CC/NW,0,1974,97210,4ff75389c89f8f7b9ff10100,basketball court,disabled access play area,-122.709353,45.527531,paths : paved,paths : unpaved,picnic tables,playground,soccer field,tennis court,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 103rd Ave & Clinton St,22.63,Kelly Butte Natural Area,210,OE,0,1954,97266,4ff75389c89f8f7b9f020200,natural area,trails : hiking,-122.554992,45.500692,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
4300 NW Cornell Rd,0.59,Adams Community Garden,45,CC/NW,0,1976,97210,4ff75389c89f8f7b9fa90100,community garden,raceway,-122.727219,45.526207,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 90th Ave & Taylor St,0.47,Berrydale Community Garden,58,SE,0,1976,97216,4ff75389c89f8f7b9fb30100,community garden,,-122.571043,45.515227,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 33rd Ave & Stark St,0.14,Blair Community Garden,60,SE,0,1991,97214,4ff75389c89f8f7b9fb50100,community garden,,-122.631339,45.518866,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 12th Ave & Falcon St,4.64,Burlingame Park,92,SW,0,1949,97219,4ff75389c89f8f7b9fbd0100,disabled access play area,paths : unpaved,-122.690962,45.467211,picnic tables,playground,soccer field,softball field,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 141st Ave & Crystal Springs St,3.52,Eastridge Park,110,OE,0,1981,97236,4ff75389c89f8f7b9fc60100,basketball court,paths : paved,-122.517751,45.464827,picnic tables,playground,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 3rd Ave & Miles St,1.77,Fulton Community Garden & Display Garden,132,SW,0,1974,97219,4ff75389c89f8f7b9fd60100,community garden,,-122.681724,45.470576,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 154th Ave & Couch Ct,5.07,Glenfair Park,152,OE,0,1989,97230,4ff75389c89f8f7b9fe00100,soccer field,softball field,-122.505167,45.523878,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 84th Ave & Harrison St,4.63,Harrison Park,175,SE,0,1946,97216,4ff75389c89f8f7b9fea0100,disabled access play area,paths : paved,-122.576345,45.508395,playground,soccer field,softball field,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
5340 N Interstate Ave,0,Interstate Firehouse Cultural Center,191,N,0,1966,97217,4ff75389c89f8f7b9ff40100,,,-122.681883,45.56176,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Dosch Rd & Mitchell St,12.08,Albert Kelly Park,48,SW,0,1956,97221,4ff75389c89f8f7b9faa0100,paths : unpaved,picnic tables,-122.713811,45.486017,playground,soccer field,volleyball court,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 18th Ave & Oak St,0.15,Buckman Community Garden,89,SE,0,1980,97214,4ff75389c89f8f7b9fba0100,community garden,,-122.648062,45.520086,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE Water Ave & Hawthorne Blvd,0.12,Eastbank Esplanade,105,SE,0,1998,97214,4ff75389c89f8f7b9fc30100,boat dock,paths : paved,-122.667,45.51982,statue or public art,trails : biking,trails : hiking,visitor attraction,vista point,canoe launch,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 111th Ave & Alder St,7.65,Floyd Light Park,124,OE,0,1985,97216,4ff75389c89f8f7b9fd10100,paths : unpaved,softball field,-122.552343,45.515873,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Burr Ave & Fessenden St,2.02,George Park,148,N,0,1971,97203,4ff75389c89f8f7b9fdd0100,disabled access play area,paths : paved,-122.739125,45.593662,picnic tables,playground,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 45th Ave & Hamilton St,10.18,Hamilton Park,170,SW,0,1955,97221,4ff75389c89f8f7b9fe60100,paths : paved,playground,-122.721531,45.491523,soccer field,softball field,tennis court,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
653 NW Culpepper Terr,0,Hillside Community Center,184,CC/NW,0,1974,97210,4ff75389c89f8f7b9ff00100,basketball court : indoor,community center,-122.709651,45.527789,meeting room : reservable,party room : reservable,rock climbing wall,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 128th Ave & Brazee St,10.85,John Luby Park,202,OE,0,1985,97230,4ff75389c89f8f7b9ffa0100,disabled access play area,paths : paved,-122.531036,45.539896,paths : unpaved,picnic tables,playground,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 57th Ave & Haines St,8.39,Lesser Park,236,SW,0,1988,97219,4ff75389c89f8f7b9f120200,natural area,paths : unpaved,-122.736325,45.437956,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Edison St & John Ave,0.99,Johns Community Garden,203,N,0,1974,97203,4ff75389c89f8f7b9ffb0100,community garden,,-122.755505,45.586129,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
8417 N Brandon Ave,11.91,Kenton Park,215,N,0,1941,97217,4ff75389c89f8f7b9f050200,basketball court,disabled access restroom,-122.690621,45.583456,paths : paved,picnic tables,playground,soccer field,softball field,splash pad,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Tomahawk Island Dr,1.72,Lotus Isle Park,241,NE,0,1992,97217,4ff75389c89f8f7b9f160200,paths : paved,picnic tables,-122.673656,45.607013,playground,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
10608 SW 30th Ave,17.25,Maricara Natural Area,249,SW,0,1988,97219,4ff75389c89f8f7b9f1e0200,natural area,trails : hiking,-122.704969,45.449038,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 117th Ave & Mill Ct,5.75,Mill Park,266,OE,0,1986,97216,4ff75389c89f8f7b9f260200,paths : unpaved,picnic tables,-122.539661,45.50944,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 1st to 4th Ave - Market to Harrison St,0.8,Pettygrove Park,511,CC/NW,0,1966,97204,4ff75389c89f8f7b9f420200,fountain,paths : paved,-122.678922,45.511009,statue or public art,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
8200 SW Scholls Ferry Rd,164.44,RedTail Golf Course,562,SW,0,1954,97005,4ff75389c89f8f7b9f4f0200,golf course,,-122.774681,45.459104,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE Spokane St & Oaks Pkwy,7.62,Sellwood Riverfront Park,668,SE,0,1969,97202,4ff75389c89f8f7b9f5d0200,boat dock,disabled access restroom,-122.663468,45.466613,dog off-leash area,paths : paved,paths : unpaved,picnic tables,canoe launch,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
8427 N Central St,0,St Johns Community Center,680,N,0,1948,97203,4ff75389c89f8f7b9f640200,basketball court : indoor,community center,-122.752117,45.592201,gymnasium,kitchen : reservable,meeting room : reservable,party room : reservable,stage : indoor,rock climbing wall,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 21st Ave & Clatsop St,4.51,Johnson Creek Park,205,SE,0,1920,97202,4ff75389c89f8f7b9ffd0100,natural area,paths : paved,-122.642256,45.460603,picnic tables,playground,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 67th Ave & Center St,1.62,Kern Park,216,SE,0,1940,97206,4ff75389c89f8f7b9f060200,basketball court,disabled access play area,-122.594786,45.493426,paths : paved,playground,softball field,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 3rd Ave & Harrison St,0.75,Lovejoy Fountain Park,242,CC/NW,0,1963,97204,4ff75389c89f8f7b9f170200,fountain,paths : paved,-122.679813,45.509296,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Marquam St & Sam Jackson Park Rd,178.25,Marquam Nature Park,251,SW,0,1979,97201,4ff75389c89f8f7b9f1f0200,natural area,paths : paved,-122.693811,45.497016,trails : hiking,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 72nd Ave & Harold St,11.22,Mt Scott Park,271,SE,0,1922,97206,4ff75389c89f8f7b9f280200,disabled access play area,disabled access restroom,-122.588065,45.481512,disabled access picnic area,paths : paved,paths : unpaved,picnic site : reservable,picnic tables,playground,softball field,tennis court,horseshoe pit,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
455 SE Spokane St,1.41,Oaks Pioneer Church & Park,492,SE,0,1958,97202,4ff75389c89f8f7b9f390200,historical site,paths : paved,-122.661518,45.465715,wedding site : reservable,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
16160 SE Powell Blvd,611.98,Powell Butte Nature Park,528,OE,0,1925,97236,4ff75389c89f8f7b9f4b0200,disabled access restroom,natural area,-122.504874,45.486218,trails : biking,trails : equestrian,trails : hiking,vista point,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 19th Ave & Skidmore St,0.1,Sabin Community Garden,578,NE,0,1995,97212,4ff75389c89f8f7b9f560200,community garden,,-122.645595,45.554565,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Bertha Blvd & Chestnut St,3.38,Stephens Creek Nature Park,711,SW,0,1996,97219,4ff75389c89f8f7b9f670200,natural area,,-122.693715,45.472011,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
5736 NE 33rd Ave,0.29,Kennedy Community Garden,214,NE,0,1999,97211,4ff75389c89f8f7b9f040200,community garden,,-122.628893,45.564237,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NW 105th Ave & St Helens Rd,0,Linnton Park,240,CC/NW,0,1938,97231,4ff75389c89f8f7b9f150200,natural area,,-122.79534,45.596139,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE Killingsworth St & Mallory St,0.15,Mallory Meadows Park,248,NE,0,1998,97211,4ff75389c89f8f7b9f1d0200,paths : unpaved,playground,-122.663387,45.562534,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 13th Ave & Holman St,0.13,Holman Park,402,NE,0,1974,97211,4ff75389c89f8f7b9f2f0200,paths : paved,picnic tables,-122.652296,45.56813,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Willamette Blvd to Columbia Blvd,1.43,Peninsula Crossing Trail,506,N,0,1996,97203,4ff75389c89f8f7b9f3f0200,trails : biking,trails : hiking,-122.730617,45.589773,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Macadam Ave south of the Sellwood Bridge,14.25,Powers Marine Park,531,SW,0,1926,97219,4ff75389c89f8f7b9f4d0200,natural area,paths : unpaved,-122.665456,45.459728,picnic tables,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
1436 SE Spokane St,0.23,Sellwood Community Center,663,SE,0,1920,97202,4ff75389c89f8f7b9f5b0200,basketball court : indoor,community center,-122.65132,45.464815,gymnasium,kitchen : reservable,meeting room : reservable,party room : reservable,picnic tables,playground,wedding site : reservable,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
"SE Ivon St to Boring, OR",240.99,Springwater Corridor,679,SE,0,1990,NA,4ff75389c89f8f7b9f630200,disabled access restroom,natural area,-122.526588,45.473991,paths : paved,picnic tables,trails : biking,trails : equestrian,trails : hiking,vista point,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Hamlin Ave & Trenton St,2.3,Trenton Park,820,N,0,1941,97217,4ff75389c89f8f7b9f740200,basketball court,picnic tables,-122.701912,45.587863,playground,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 16th Ave & Harrison St,1.56,"Ladd's Circle & Squares",221,SE,0,1981,97214,4ff75389c89f8f7b9f0b0200,rose garden,,-122.649401,45.508534,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 4th Ave & Main St,0,Lownsdale Square,243,CC/NW,0,1869,97205,4ff75389c89f8f7b9f180200,disabled access restroom,historical site,-122.677311,45.516058,paths : paved,statue or public art,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 122nd Ave & Morrison St,1.87,Midland Park,264,OE,0,1986,97233,4ff75389c89f8f7b9f240200,natural area,paths : unpaved,-122.539523,45.516392,picnic tables,statue or public art,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NW Park Ave from Ankeny St to Glisan St,3.11,North Park Blocks,447,CC/NW,0,1869,97209,4ff75389c89f8f7b9f330200,basketball court,bocce court,-122.678822,45.525174,disabled access play area,historical site,paths : paved,playground,statue or public art,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 30th Ave & Oregon St,3.78,Oregon Park,495,NE,0,1940,97232,4ff75389c89f8f7b9f3a0200,basketball court,disabled access play area,-122.635211,45.527891,disabled access restroom,disabled access picnic area,paths : paved,picnic tables,playground,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
1940 N Victory Blvd,291.15,Portland International Raceway,524,N,0,1972,97217,4ff75389c89f8f7b9f480200,dog off-leash area,raceway,-122.695201,45.596466,visitor attraction,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
2200 NE 71st Ave,150.72,Rose City Golf Course,570,NE,0,1920,97213,4ff75389c89f8f7b9f520200,golf course,,-122.589777,45.539564,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
