Address,OwnedAcres,Property,PropertyID,SubArea,UnownedAcres,YearAcquired,Zip,_id__id,amenities_0,amenities_1,loc_lon,loc_lat,amenities_2,amenities_3,amenities_4,amenities_5,amenities_6,amenities_7,amenities_8,amenities_9,amenities_10,col_22,amenities_11,amenities_12,amenities_13,amenities_14,amenities_15,amenities_16,amenities_17,amenities_18,amenities_19,_created_at,_updated_at
NE 75th & Roselawn St,4.89,Sacajawea Park,580,NE,0,1985,97218,4ff75389c89f8f7b9f570200,dog off-leash area,,-122.585867,45.559468,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
3332 SW Spring Garden St,4.65,Spring Garden Park,678,SW,0,1999,97219,4ff75389c89f8f7b9f620200,nature play area,,-122.710864,45.462636,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 64th St & Foster Rd,0.37,Laurelwood Park,225,SE,0,1923,97206,4ff75389c89f8f7b9f0e0200,paths : unpaved,,-122.597219,45.49013,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 165th Ave & Market St,7.62,Lynchview Park,244,OE,0,1993,97233,4ff75389c89f8f7b9f190200,soccer field,,-122.493232,45.511395,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 117th Ave & Thompson St,1,Merrifield Park,261,OE,0,1985,97220,4ff75389c89f8f7b9f230200,playground,softball field,-122.540734,45.538307,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Park Ave & Washington St,0.5,O Bryant Square,488,CC/NW,0,1973,97205,4ff75389c89f8f7b9f360200,statue or public art,,-122.679959,45.521344,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 27th Ave & Division St,0.57,Piccolo Park,512,SE,0,1989,97202,4ff75389c89f8f7b9f430200,paths : paved,playground,-122.638097,45.504078,statue or public art,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 47th Ave & Ivon St,0.3,Ivon Street Park,565,SE,0,1989,97206,4ff75389c89f8f7b9f500200,paths : paved,playground,-122.614407,45.504136,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 31st Ave & Market St,0.76,Sewallcrest Community Garden,669,SE,0,1974,97214,4ff75389c89f8f7b9f5e0200,community garden,,-122.633137,45.510473,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
8427 N Central St,5.77,St Johns Park,681,N,0,1941,97203,4ff75389c89f8f7b9f650200,disabled access play area,paths : paved,-122.752147,45.592784,picnic tables,playground,soccer field,softball field,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
9009 N Foss Ave,11.26,University Park,824,N,0,1953,97217,4ff75389c89f8f7b9f750200,disabled access play area,disabled access restroom,-122.710043,45.587339,paths : paved,picnic tables,playground,soccer field,softball field,statue or public art,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 88th Ave & Steele St,0.41,Lents Community Garden,231,SE,0,1976,97266,4ff75389c89f8f7b9f100200,community garden,,-122.571405,45.485116,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 170th Ave & Haig St,8.46,Lynchwood Park,245,OE,0,1993,97266,4ff75389c89f8f7b9f1a0200,dog off-leash area,paths : unpaved,-122.486524,45.498325,picnic tables,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 18th Place,25.88,Marshall Park,252,SW,0,1948,97219,4ff75389c89f8f7b9f200200,natural area,paths : unpaved,-122.692436,45.453841,picnic tables,trails : hiking,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
7688 SW Capitol Hwy,5.92,Multnomah Arts Center,292,SW,0,1984,97219,4ff75389c89f8f7b9f2a0200,basketball court,community center,-122.710089,45.467955,gymnasium,kitchen : reservable,meeting room : reservable,party room : reservable,picnic tables,playground,wedding site : reservable,wireless Internet access,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Interstate Ave & Emerson St,1.26,Patton Square Park,502,N,0,1960,97217,4ff75389c89f8f7b9f3d0200,paths : paved,picnic tables,-122.681616,45.561546,playground,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Stanford Ave & Depauw St,4.02,Portsmouth Park,527,N,0,1941,97203,4ff75389c89f8f7b9f4a0200,playground,soccer field,-122.724227,45.578873,softball field,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 68th Ave & Hassalo St,2.31,Rosemont Bluff Natural Area,575,NE,0,1995,97213,4ff75389c89f8f7b9f550200,natural area,,-122.593305,45.530965,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Park Ave from Salmon St to Jackson St,8.76,South Park Blocks,674,CC/NW,0,1869,97205,4ff75389c89f8f7b9f610200,fountain,historical site,-122.684503,45.512716,paths : paved,playground,statue or public art,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 34th Ave & Taylor St,1.91,Sunnyside School Park,715,SE,0,2000,97214,4ff75389c89f8f7b9f690200,basketball court,disabled access play area,-122.62887,45.515327,disabled access picnic area,paths : paved,picnic tables,playground,softball field,statue or public art,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Flint Ave & Russell St,3.94,Lillis-Albina Park,238,CC/NW,0,1940,97227,4ff75389c89f8f7b9f130200,picnic tables,playground,-122.669757,45.540389,soccer field,softball field,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Greeley Ave & Going Ct,8.85,Madrona Park,247,N,0,1921,97203,4ff75389c89f8f7b9f1c0200,basketball court,natural area,-122.693537,45.557479,paths : unpaved,playground,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Naito Pkwy & Taylor St,0,Mill Ends Park,265,CC/NW,0,1976,97204,4ff75389c89f8f7b9f250200,,,-122.673231,45.516194,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 135th Ave & Main St,3.83,North Powellhurst Park,449,OE,0,1993,97266,4ff75389c89f8f7b9f340200,paths : unpaved,,-122.522945,45.513848,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 155th Ave & Main St,25.02,Parklane Park,501,OE,0,1993,97233,4ff75389c89f8f7b9f3c0200,basketball court,disabled access play area,-122.504348,45.5144,paths : unpaved,picnic tables,playground,soccer field,softball field,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
324 NE 12th Ave,0,Portland Tennis Center,525,CC/NW,0,1973,97232,4ff75389c89f8f7b9f490200,paths : paved,picnic tables,-122.652729,45.525493,tennis court :  indoor,tennis court,wireless Internet access,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
1236 NE Roselawn St,0.12,Roselawn Park,574,NE,0,1996,97211,4ff75389c89f8f7b9f540200,,,-122.652848,45.561032,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
5300 N Marine Drive,205.71,Smith & Bybee Wetlands Natural Area,672,N,0,1961,97203,4ff75389c89f8f7b9f600200,natural area,paths : paved,-122.717822,45.611935,statue or public art,trails : hiking,canoe launch,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
5134-5138 N Albina St,0.08,Sumner-Albina Park,714,NE,0,1998,97217,4ff75389c89f8f7b9f680200,paths : paved,,-122.674743,45.560282,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NW 29th Ave & Upshur St,0,Macleay Park,246,CC/NW,0,1897,97210,4ff75389c89f8f7b9f1b0200,disabled access restroom,natural area,-122.720834,45.529476,statue or public art,trails : hiking,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Wall Ave & Princeton St,4.52,McKenna Park,259,N,0,1940,97203,4ff75389c89f8f7b9f220200,basketball court,paths : paved,-122.73299,45.581913,picnic tables,playground,soccer field,softball field,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 7th Ave & Sellwood Blvd,141.22,Oaks Bottom Wildlife Refuge,490,SE,0,1959,97202,4ff75389c89f8f7b9f370200,natural area,paths : paved,-122.65535,45.476616,trails : biking,trails : hiking,visitor attraction,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Broadway & Yamhill St,1.55,Pioneer Courthouse Square,515,CC/NW,0,1979,97205,4ff75389c89f8f7b9f450200,fountain,statue or public art,-122.679291,45.518877,wireless Internet access,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE Rocky Butte Rd,17.28,Rocky Butte Natural Area,568,NE,0,1988,97220,4ff75389c89f8f7b9f510200,natural area,paths : unpaved,-122.567353,45.546045,trails : hiking,vista point,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 31st Ave & Market St,5.09,Sewallcrest Park,670,SE,0,1940,97214,4ff75389c89f8f7b9f5f0200,basketball court,disabled access play area,-122.632949,45.509733,dog off-leash area,paths : paved,picnic tables,playground,soccer field,softball field,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
7519 N Burlington Ave,1.25,St Johns Racquet Center,682,N,0,1977,97203,4ff75389c89f8f7b9f660200,tennis court :  indoor,tennis court,-122.754737,45.591379,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 138th Ave & Thompson St,4.33,Thompson Park,814,OE,0,1986,97230,4ff75389c89f8f7b9f720200,,,-122.517106,45.539535,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 39th Ave & Pomona St,14.67,West Portland Park Natural Area,849,SW,0,1995,97219,4ff75389c89f8f7b9f800200,natural area,,-122.71816,45.443671,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 6th Ave - Sheridan St to Slavin St,98.87,Terwilliger Parkway,793,SW,0,1912,97201,4ff75389c89f8f7b9f6d0200,paths : paved,picnic tables,-122.683638,45.491363,playground,trails : biking,trails : hiking,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 55th Ave & Iowa St,0.35,Vermont Hills Community Garden,833,SW,0,1978,97221,4ff75389c89f8f7b9f780200,community garden,,-122.734849,45.480551,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
1151 SW Vermont St,0.47,Wilson Pool,863,SW,0,1957,97219,4ff75389c89f8f7b9f890200,swimming pool : outdoor,,-122.690714,45.477585,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
2206 N Skidmore St,5.86,Mocks Crest Property,906,N,0,1998,97217,4ff75389c89f8f7b9f990200,natural area,,-122.690884,45.554176,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 44th Ave & Powell Blvd,0,Creston Pool,1107,SE,0,,,4ff75389c89f8f7b9fb10200,swimming pool : outdoor,,-122.616346,45.496557,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Seneca St & St Johns Ave,0,Pier Pool,1126,N,0,1940,97203,4ff75389c89f8f7b9fbf0200,swimming pool : outdoor,,-122.754952,45.599145,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 57th Ave & Cooper St,0,Brentwood Community Garden,1216,SE,0,1996,97206,4ff75389c89f8f7b9fd10200,community garden,,-122.604414,45.472725,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
10819 SW Capitol Hwy,1.72,Holly Farm Park,1239,SW,0,2003,97219,4ff75389c89f8f7b9fdc0200,disabled access play area,paths : paved,-122.726293,45.447183,picnic tables,playground,skatepark,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
5109 SE 66th Ave,0,Arleta SUN Community School,1276,SE,0,,97206,4ff75389c89f8f7b9fe90200,community school,,-122.596282,45.486027,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
5800 SE Ash St,0,Mt Tabor SUN Community School,1285,SE,0,,97215,4ff75389c89f8f7b9ff00200,community school,,-122.60406,45.521044,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 107th Ave & Henderson St,3.17,PlayHaven Park,812,OE,0,2001,97266,4ff75389c89f8f7b9f700200,basketball court,disabled access play area,-122.5524,45.468632,disabled access restroom,paths : paved,picnic tables,playground,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 66th Ave & Mason St,3.97,Wellington Park,846,NE,0,1941,97218,4ff75389c89f8f7b9f7f0200,disabled access play area,disabled access restroom,-122.59445,45.553204,paths : paved,picnic tables,playground,soccer field,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
5905 SE 43rd Ave,0.11,Woodstock Community Center,867,SE,0,1958,97206,4ff75389c89f8f7b9f8d0200,community center,,-122.618794,45.479771,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 106th Ave & Stark St,0.4,Stark Street Island Park,917,OE,0,1986,97216,4ff75389c89f8f7b9f9e0200,fountain,paths : paved,-122.553458,45.518788,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 57th Ave & Hassalo St,0,Normandale Park - Erv Lind Stadium,1110,NE,0,,97213,4ff75389c89f8f7b9fb40200,baseball field,stadium,-122.606026,45.530897,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
7951 SE 7th Ave,0,Sellwood Pool,1130,SE,0,1929,97202,4ff75389c89f8f7b9fc20200,swimming pool : outdoor,,-122.659433,45.466412,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 104th Ave & Powell Blvd,0,Portland Memory Garden,1202,OE,0,,97266,4ff75389c89f8f7b9fcf0200,public garden,visitor attraction,-122.555593,45.495204,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 21st Ave & Harney St,0.23,Sellwood Community Garden,1230,SE,0,2004,97202,4ff75389c89f8f7b9fd80200,community garden,,-122.643381,45.462397,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
17650 SE Brooklyn St,0,Centennial SUN Community School,1278,SE,0,,97236,4ff75389c89f8f7b9feb0200,community school,,-122.479217,45.501737,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 37th Ave & Tenino St,7.69,Tideman Johnson Natural Area,815,SE,0,1940,97202,4ff75389c89f8f7b9f730200,natural area,paths : paved,-122.622582,45.462725,paths : unpaved,trails : hiking,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW Water Ave & Gibbs St,0.25,Water & Gibbs Community Garden,844,SW,0,1976,97201,4ff75389c89f8f7b9f7e0200,community garden,,-122.677283,45.499214,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 45th Ave & Woods St,36.22,Woods Memorial Natural Area,866,SW,0,1988,97219,4ff75389c89f8f7b9f8c0200,natural area,paths : unpaved,-122.723899,45.458719,picnic tables,trails : hiking,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
320 SE 16th Ave,0,Buckman Pool,892,SE,0,,97214,4ff75389c89f8f7b9f920200,swimming pool : indoor,,-122.648524,45.520397,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
4015 SW Canyon Rd,0,"Portland Children's Museum",1016,CC/NW,0,1997,97221,4ff75389c89f8f7b9fa50200,museum,statue or public art,-122.717919,45.508489,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
700 N Rosa Parks Way,0,Peninsula Park Community Center & Pool,1124,N,0,1913,97217,4ff75389c89f8f7b9fbd0200,basketball court : indoor,community center,-122.673587,45.569665,gymnasium,meeting room : reservable,party room : reservable,swimming pool : outdoor,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
318 N Fremont St,0.25,Boise-Eliot Community Garden,1205,N,0,1990,97227,4ff75389c89f8f7b9fd00200,community garden,,-122.669632,45.547993,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
5416 SE Flavel Dr,1.02,Hazeltine Park,1237,SE,0,2001,97206,4ff75389c89f8f7b9fdb0200,,,-122.607832,45.465486,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
12500 SE Ramona St,0,Alice Ott SUN Community School,1275,SE,0,,97236,4ff75389c89f8f7b9fe80200,community school,,-122.534693,45.479455,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SE 115th Ave & Stark St,7.25,Ventura Park,832,OE,0,1986,97216,4ff75389c89f8f7b9f770200,disabled access play area,paths : paved,-122.544893,45.519547,picnic tables,playground,statue or public art,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
3655 NE 154th Ave,1.49,Wilkes Park,857,OE,0,1998,97230,4ff75389c89f8f7b9f840200,basketball court,disabled access play area,-122.504563,45.549951,paths : paved,playground,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NW Mountain View Park Rd,0,Holman Property,897,CC/NW,0,1939,97210,4ff75389c89f8f7b9f950200,natural area,,-122.721382,45.532112,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
7701 N Chautauqua Blvd,0,Columbia Pool,1106,N,0,1949,97203,4ff75389c89f8f7b9fb00200,swimming pool : indoor,,-122.708697,45.57958,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
10737 N Union Ct,0,Delta Park - Owens Sports Complex,1123,N,0,1997,97217,4ff75389c89f8f7b9fbc0200,baseball field,soccer field,-122.679401,45.599843,stadium,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
9520 SW Lancaster Rd,9.58,Foley-Balmer Natural Area,1198,SW,0,1996,97219,4ff75389c89f8f7b9fcb0200,natural area,paths : unpaved,-122.69922,45.455695,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Campbell Ave & Going Ct,0.41,Beach Community Garden,1218,N,0,2003,97217,4ff75389c89f8f7b9fd30200,community garden,,-122.685676,45.556549,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Newman Ave & Fessenden St,0.25,McCoy Community Garden,1262,N,0,2004,97203,4ff75389c89f8f7b9fe30200,community garden,,-122.716319,45.590283,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
3119 SE Holgate Blvd,0,Grout SUN Community School,1282,SE,0,,97202,4ff75389c89f8f7b9fee0200,community school,,-122.633185,45.490995,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
Island,44.83,Ross Island Natural Area,1332,SE,0,2008,,4ff75389c89f8f7b9ffb0200,natural area,,-122.665382,45.491997,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
4000 SW Canyon Rd,0,Vietnam Veterans of Oregon Memorial,835,CC/NW,0,1987,97210,4ff75389c89f8f7b9f7a0200,fountain,historical site,-122.718431,45.512135,paths : unpaved,statue or public art,visitor attraction,memorial,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 11th Ave & Claremont Ave,0.4,Woodlawn Community Garden,864,NE,0,1998,97211,4ff75389c89f8f7b9f8a0200,community garden,,-122.653105,45.574156,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NW Germantown Rd,17.23,Clark & Wilson,894,CC/NW,0,1927,97231,4ff75389c89f8f7b9f940200,natural area,,-122.786209,45.590818,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NE 7th Ave between Shaver St & Mason St,0.34,Two Plum Park,1010,NE,0,1996,97212,4ff75389c89f8f7b9fa40200,paths : paved,playground,-122.659025,45.552661,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
3756 SE Oak St,0,Laurelhurst Dance Studio,1114,SE,0,1947,97214,4ff75389c89f8f7b9fb80200,community center,,-122.624608,45.519894,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
SW 53rd Ave & Coronado St,2.7,Sylvania Park,1200,SW,0,2002,97219,4ff75389c89f8f7b9fcd0200,,,-122.731776,45.443193,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
N Iris Way & Barr Ave,0.98,Pier Community Garden,1236,N,0,2004,97203,4ff75389c89f8f7b9fda0200,community garden,,-122.748976,45.60036,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
NW 10th Ave & Marshall St,0.92,Tanner Springs Park,1273,CC/NW,0,2003,97209,4ff75389c89f8f7b9fe70200,paths : paved,statue or public art,-122.681914,45.531166,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
7200 SE 60th Ave,0,Lane SUN Community School,1283,SE,0,,97206,4ff75389c89f8f7b9fef0200,community school,,-122.601533,45.471341,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
9930 N Smith St,0,Sitton SUN Community School,1329,N,0,,97203,4ff75389c89f8f7b9ff90200,community school,,-122.75837,45.59993,,,,,,,,,,,,,,,,,,,,Fri May 15 2015 16:34:02 GMT+0000 (UTC),Fri May 15 2015 16:34:02 GMT+0000 (UTC)
