stationid_start,stationid_end,starttime,traveltime,_created_at,_updated_at
200004,200003,2015-05-01 07:53:32,186,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 07:53:35,125,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 07:53:35,175,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,102082,2015-05-01 07:53:50,305,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200003,200004,2015-05-01 07:53:52,151,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 07:53:55,290,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,103052,2015-05-01 07:53:58,285,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200002,200001,2015-05-01 07:53:58,182,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200205,200206,2015-05-01 07:53:58,118,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200002,200001,2015-05-01 07:54:04,179,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200002,200001,2015-05-01 07:54:10,171,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101042,2015-05-01 07:54:12,123,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 07:54:14,125,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 07:54:22,117,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200205,200206,2015-05-01 07:54:22,134,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103052,101042,2015-05-01 07:54:23,213,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 07:54:29,346,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 07:54:29,212,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103052,101042,2015-05-01 07:54:32,211,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 07:54:34,275,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101042,101054,2015-05-01 07:54:39,90,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101042,101077,2015-05-01 07:54:39,242,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101042,101033,2015-05-01 07:54:50,258,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 07:54:52,276,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101054,2015-05-01 07:54:54,117,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101042,2015-05-01 07:54:54,239,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101042,101077,2015-05-01 07:54:57,246,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 07:55:09,234,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101008,101021,2015-05-01 07:55:17,140,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101008,101033,2015-05-01 07:55:17,228,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 07:55:21,220,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101008,101021,2015-05-01 07:55:23,136,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101021,101033,2015-05-01 07:55:33,89,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101021,101042,2015-05-01 07:55:33,188,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101021,101042,2015-05-01 07:55:33,190,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 07:55:36,222,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101008,101021,2015-05-01 07:55:39,133,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
105082,103082,2015-05-01 07:55:43,185,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 07:55:47,209,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 07:55:48,228,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101077,2015-05-01 07:56:09,152,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 07:56:11,224,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101042,2015-05-01 07:56:51,122,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 07:56:52,122,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101033,101042,2015-05-01 07:57:02,99,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200206,200205,2015-05-01 07:57:03,165,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101021,101033,2015-05-01 07:57:21,89,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200206,200205,2015-05-01 07:57:29,136,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101021,101033,2015-05-01 07:57:37,88,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200206,200205,2015-05-01 07:58:07,107,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200206,200205,2015-05-01 07:58:59,69,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,200210,2015-05-01 07:59:15,704,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,200210,2015-05-01 07:59:15,1614,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,102082,2015-05-01 07:59:15,373,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,103052,2015-05-01 07:59:33,204,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101008,101021,2015-05-01 07:59:43,67,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101008,101033,2015-05-01 07:59:43,148,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101054,2015-05-01 07:59:59,169,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101054,2015-05-01 08:00:11,162,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101042,2015-05-01 08:00:11,312,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200003,2015-05-01 08:00:14,369,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200003,2015-05-01 08:00:14,442,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:00:14,198,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:00:15,223,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200003,2015-05-01 08:00:16,432,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:00:16,201,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:00:22,402,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 08:00:23,112,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101077,2015-05-01 08:00:24,111,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,103052,2015-05-01 08:00:25,263,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:00:25,412,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
102082,104082,2015-05-01 08:00:31,255,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:00:31,479,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 08:00:41,136,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:00:41,833,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:00:41,645,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200003,2015-05-01 08:00:46,577,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:00:46,305,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101021,101033,2015-05-01 08:00:50,81,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:00:55,391,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 08:00:56,111,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
102082,200209,2015-05-01 08:00:57,2286,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200003,2015-05-01 08:01:01,586,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:01:01,367,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,103082,2015-05-01 08:01:10,227,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,105082,2015-05-01 08:01:10,383,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200002,200001,2015-05-01 08:01:12,177,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103052,101042,2015-05-01 08:01:13,180,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,103082,2015-05-01 08:01:17,213,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,105082,2015-05-01 08:01:17,363,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200002,200001,2015-05-01 08:01:25,175,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
102082,200209,2015-05-01 08:01:29,1409,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
102082,200209,2015-05-01 08:01:29,2462,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
102082,103082,2015-05-01 08:01:29,1126,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:01:33,330,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200003,200004,2015-05-01 08:01:33,168,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101021,103052,2015-05-01 08:01:34,316,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101021,103052,2015-05-01 08:01:34,786,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101021,103052,2015-05-01 08:01:34,854,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101021,101033,2015-05-01 08:01:34,87,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,104082,2015-05-01 08:01:34,450,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101021,101042,2015-05-01 08:01:34,188,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:01:36,208,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 08:01:37,130,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101042,2015-05-01 08:01:39,95,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,101033,2015-05-01 08:01:47,878,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,101042,2015-05-01 08:01:47,378,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,103052,2015-05-01 08:01:47,210,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:01:47,308,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101042,2015-05-01 08:01:48,172,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,105082,2015-05-01 08:01:48,541,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:01:53,694,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200210,200209,2015-05-01 08:01:56,1378,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200002,200001,2015-05-01 08:02:01,149,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200205,200206,2015-05-01 08:02:11,155,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
102082,200209,2015-05-01 08:02:13,1434,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103052,103082,2015-05-01 08:02:14,292,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:02:19,255,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:02:19,301,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 08:02:22,125,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 08:02:22,119,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200003,2015-05-01 08:02:27,500,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:02:27,297,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200003,2015-05-01 08:02:31,497,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:02:31,302,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101054,2015-05-01 08:02:33,143,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101042,2015-05-01 08:02:33,280,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101033,2015-05-01 08:02:37,855,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101042,2015-05-01 08:02:37,201,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101054,2015-05-01 08:02:37,150,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101054,2015-05-01 08:02:37,202,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101021,2015-05-01 08:02:37,1887,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101042,2015-05-01 08:02:37,279,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 08:02:41,124,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200003,2015-05-01 08:02:41,575,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:02:41,289,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:02:45,269,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103052,103082,2015-05-01 08:02:46,271,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103052,103082,2015-05-01 08:02:46,953,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101042,2015-05-01 08:02:53,150,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101033,101042,2015-05-01 08:03:01,101,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:03:04,701,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,101042,2015-05-01 08:03:06,951,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,103052,2015-05-01 08:03:06,373,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,103082,2015-05-01 08:03:09,274,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,105082,2015-05-01 08:03:09,461,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103052,103082,2015-05-01 08:03:12,247,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200002,200001,2015-05-01 08:03:12,177,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,200210,2015-05-01 08:03:16,648,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
104082,102082,2015-05-01 08:03:16,333,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101054,2015-05-01 08:03:20,194,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101077,101042,2015-05-01 08:03:20,315,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:03:27,252,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200205,200206,2015-05-01 08:03:28,93,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:03:32,171,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:03:32,244,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:03:37,231,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200003,2015-05-01 08:03:37,241,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:03:40,570,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200004,200005,2015-05-01 08:03:43,145,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101042,2015-05-01 08:03:46,135,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101033,2015-05-01 08:03:46,437,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101033,2015-05-01 08:03:46,611,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101042,2015-05-01 08:03:47,136,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
101054,101033,2015-05-01 08:03:47,613,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200206,200205,2015-05-01 08:03:48,135,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,101033,2015-05-01 08:03:57,1144,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,101042,2015-05-01 08:03:57,509,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,101021,2015-05-01 08:03:57,2046,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,103052,2015-05-01 08:03:57,225,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,101008,2015-05-01 08:03:57,2552,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103052,101042,2015-05-01 08:04:00,270,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103052,101033,2015-05-01 08:04:00,655,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103052,101008,2015-05-01 08:04:00,1764,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200005,200004,2015-05-01 08:04:02,272,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
200002,200001,2015-05-01 08:04:03,158,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,101042,2015-05-01 08:04:07,890,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
103082,103052,2015-05-01 08:04:07,312,Fri May 15 2015 16:15:45 GMT+0000 (UTC),Fri May 15 2015 16:15:45 GMT+0000 (UTC)
