dt_pst,nitric_oxide total,sulfur_dioxide total,_created_at,_updated_at
2015-02-23 13:45:00-08,1.4450394,0.67159599,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 14:30:00-08,1.5664593,0.93517065,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 15:10:00-08,1.7923154,0.77215868,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 15:50:00-08,1.62915,0.86952198,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 16:30:00-08,1.7749693,0.69892067,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 17:10:00-08,1.7935333,0.62177134,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 17:45:00-08,1.3578753,0.74976403,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 18:10:00-08,1.2632233,0.64109999,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 19:00:00-08,1.100018,0.12318867,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 19:35:00-08,0.91410398,0.225532,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 20:15:00-08,0.50602335,0.21870467,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 20:55:00-08,0.16302,0.37718201,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 21:20:00-08,0.41253933,0.33336532,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 22:00:00-08,0.77176267,0.32076401,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 22:40:00-08,0.75578731,0.359382,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 23:20:00-08,0.238006,0.37201199,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 00:00:00-08,0.317074,0.1873,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 00:40:00-08,3.3658047,0.765302,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 01:20:00-08,6.6223173,0.66450602,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 02:00:00-08,0.76504397,0.83288997,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 02:40:00-08,0.31797001,0.96923733,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 03:20:00-08,2.2855093,0.668562,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 04:00:00-08,4.8054581,1.09008,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 04:30:00-08,12.126598,1.3390713,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 05:05:00-08,25.84206,1.6442994,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 05:45:00-08,58.680576,2.0580854,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 06:25:00-08,58.860649,2.0249407,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 07:15:00-08,91.237724,2.5752659,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 07:50:00-08,96.447464,3.1549532,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 08:30:00-08,18.747149,1.900364,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 08:55:00-08,13.185312,0.94030136,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 09:35:00-08,8.5962353,0.66189933,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 10:15:00-08,14.611316,1.0681547,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 10:55:00-08,14.813562,1.0112554,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 11:25:00-08,9.1865139,0.64470065,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 12:10:00-08,7.7296872,0.74430001,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 12:50:00-08,8.5146875,0.95817935,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 13:30:00-08,7.5601525,0.82643735,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 14:10:00-08,4.2800913,0.77837336,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 14:50:00-08,3.9707572,0.85478067,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 15:30:00-08,1.68159,0.82398134,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 10:30:00-08,2.0743694,1.0980453,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 11:10:00-08,1.8541046,1.3068147,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 11:50:00-08,1.52951,0.96747935,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 12:30:00-08,1.8833793,1.0112773,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 13:05:00-08,1.558288,0.87717599,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 13:40:00-08,1.451354,0.62427598,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 14:15:00-08,1.5272067,0.80470198,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 14:55:00-08,1.721866,0.86005467,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 15:35:00-08,1.5963106,0.61575067,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 16:10:00-08,1.7541187,0.71700799,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 16:50:00-08,1.7459387,0.80884397,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 17:35:00-08,1.4013367,0.67420334,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 18:15:00-08,1.4674927,0.633614,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 18:50:00-08,1.2413687,0.092531331,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 19:30:00-08,0.94684136,0.16111533,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 20:10:00-08,0.57475531,0.450122,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 20:35:00-08,0.39815134,0.14865333,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 21:15:00-08,0.43619865,0.41508934,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 21:50:00-08,0.62016332,0.52635998,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 22:35:00-08,0.86547065,0.12241333,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 23:15:00-08,0.167128,0.39950466,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 23:55:00-08,0.27035066,0.151814,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 00:30:00-08,3.2485454,0.58312136,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 01:05:00-08,3.1036661,0.77228332,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 01:40:00-08,2.153002,1.6176879,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 02:25:00-08,0.53059334,0.86362201,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 03:10:00-08,2.0022633,0.59421802,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 03:50:00-08,2.8240032,1.097084,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 04:35:00-08,13.145741,1.4849147,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 05:10:00-08,22.767799,1.7257921,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 05:50:00-08,46.252136,2.1706126,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 06:35:00-08,59.025272,2.0536821,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 07:10:00-08,91.360016,2.468482,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 07:55:00-08,87.440422,3.1279366,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 08:35:00-08,17.641804,1.6834407,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 09:00:00-08,10.44383,0.79968131,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 09:50:00-08,9.7836876,0.606062,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 10:50:00-08,15.104052,1.211036,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 11:15:00-08,10.985219,0.75588131,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 11:55:00-08,6.586482,0.74530065,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 12:40:00-08,8.3944893,0.97750735,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 13:20:00-08,8.5865803,0.88696802,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 14:00:00-08,4.6415162,0.82814068,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 14:40:00-08,4.1856627,0.69254136,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 15:20:00-08,2.3080187,0.71071798,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 16:00:00-08,1.1839633,0.78542733,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 10:35:00-08,2.1105199,1.0210867,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 11:25:00-08,1.8406873,1.1899107,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 12:05:00-08,1.7995273,1.0493,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 12:45:00-08,1.5552514,0.77665466,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 13:30:00-08,1.5022047,0.74929535,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 14:10:00-08,1.4963887,0.826042,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 14:50:00-08,1.63876,0.72329134,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 15:25:00-08,1.6794627,0.53568131,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 16:15:00-08,1.6979367,0.52831668,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 16:55:00-08,1.75833,0.62444466,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 17:30:00-08,1.4749527,0.66176802,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 18:25:00-08,1.7831154,0.37686399,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 19:10:00-08,1.2592553,0.24277334,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 19:55:00-08,0.74079865,0.41193733,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 20:50:00-08,0.36100933,0.46821132,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 21:25:00-08,0.42404333,0.24121867,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 22:05:00-08,0.76645201,0.33504799,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 22:55:00-08,0.39906266,0.31999466,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 23:40:00-08,0.24491133,0.33725733,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 00:20:00-08,0.76509267,0.39257199,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 01:10:00-08,2.5515821,0.78707069,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 01:50:00-08,2.346278,1.014908,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 02:30:00-08,0.81882799,0.90797865,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 02:50:00-08,4.5189481,0.86158198,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 03:30:00-08,2.2352026,1.3389454,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 04:20:00-08,10.38995,1.4221053,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 05:25:00-08,28.466339,1.6429373,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 06:05:00-08,48.490276,2.1731,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 06:50:00-08,58.586746,2.0633299,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 07:25:00-08,110.05463,3.0292532,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 08:00:00-08,87.60302,3.1278234,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 08:40:00-08,15.370467,1.376848,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 09:20:00-08,9.1370897,0.49272999,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 10:00:00-08,13.954699,0.78983802,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 10:25:00-08,13.662677,1.2532773,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 11:05:00-08,10.794161,0.73168468,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 11:45:00-08,6.5204015,0.771312,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 12:25:00-08,8.1793289,0.77227134,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 13:05:00-08,8.704423,1.2158407,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 13:35:00-08,6.1318412,0.89917731,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 14:15:00-08,4.2524347,0.89560401,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 15:05:00-08,3.0361032,0.7839933,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 15:45:00-08,1.2061846,0.82603198,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 16:15:00-08,1.04304,0.72970665,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 16:55:00-08,1.1145333,0.77436268,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 17:35:00-08,1.0304294,0.73648268,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 10:55:00-08,1.9568534,1.090278,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 11:35:00-08,2.4301901,1.1573499,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 12:20:00-08,2.0577221,0.96604401,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 13:00:00-08,1.5738313,0.77644265,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 13:50:00-08,1.4437393,0.72579598,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 14:35:00-08,1.552868,0.739694,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 15:30:00-08,1.646246,0.55243933,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 16:05:00-08,1.7493514,0.87832665,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 16:45:00-08,1.7452427,0.91766268,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 17:25:00-08,1.6167819,0.71184802,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 18:05:00-08,1.1465406,0.64109999,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 18:45:00-08,1.3279047,0.15621866,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 19:25:00-08,1.071408,0.099400669,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 20:00:00-08,0.64780664,0.43393266,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 20:45:00-08,0.45537201,0.192038,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 21:30:00-08,0.52258933,0.339026,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 22:10:00-08,0.78825134,0.37313268,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 22:45:00-08,0.56555468,0.43332332,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-23 23:25:00-08,0.23883466,0.48835266,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 00:05:00-08,0.44843733,0.1873,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 00:45:00-08,2.6930106,0.72492135,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 01:30:00-08,6.5053802,1.1256367,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 01:55:00-08,1.430954,0.81464732,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 02:35:00-08,0.85171467,0.92952466,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 03:15:00-08,3.5317388,0.59505266,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
2015-02-24 03:45:00-08,3.514698,0.92125064,Tue Apr 14 2015 15:19:22 GMT+0000 (UTC),Tue Apr 14 2015 15:19:22 GMT+0000 (UTC)
