epa_station_key,year,month,day,hour,minute,second,sd_hor_wind_dir,upper_level_temp,nitric_oxide,wind_speed,barometric_pressure,resultant_direction,nitrogen_dioxide,sulfur_dioxide,solar_radiation,relative_humidity,nitrogen_oxides,middle_level_temperature,resultant_speed,delta_temperature,carbon_monoxide,ozone,lower_level_temperature,temperature,light_scatter,epa,city,site,site_code,o3,pmest,lon,lat,_created_at,_updated_at
410510080,2015,2,26,0,0,00,17.619499,,1.103712,3.2731333,30.01976,184.3853,13.923289,1.3874,0,89.751602,15.026991,,3.1182585,0.053773332,364.50586,0.0091500003,,8.5161333,1.000576,,,,,,,,,Fri May 15 2015 16:19:01 GMT+0000 (UTC),Fri May 15 2015 16:19:01 GMT+0000 (UTC)
410510080,2015,2,26,0,5,00,18.504356,,0.964634,2.9788666,30.0142,181.12387,13.846624,1.3874,0,89.904404,14.811256,,2.8234029,0.047359999,333.15662,0.0095666666,,8.4776001,0.874686,,,,,,,,,Fri May 15 2015 16:19:01 GMT+0000 (UTC),Fri May 15 2015 16:19:01 GMT+0000 (UTC)
410510080,2015,2,26,0,10,00,17.36932,,0.80839932,2.7782667,30.01996,185.95642,13.822629,1.3874,0,89.964531,14.631026,,2.6505141,0.040426668,280.63452,0.0097366665,,8.4636002,0.79553199,,,,,,,,,Fri May 15 2015 16:19:01 GMT+0000 (UTC),Fri May 15 2015 16:19:01 GMT+0000 (UTC)
410510080,2015,2,26,0,15,00,18.457285,,0.68794602,2.7982666,30.02,189.06393,13.780602,1.3516893,0,90.160667,14.468552,,2.6529703,0.048293334,289.4628,0.0098566664,,8.4343996,0.81664932,,,,,,,,,Fri May 15 2015 16:19:01 GMT+0000 (UTC),Fri May 15 2015 16:19:01 GMT+0000 (UTC)
410510080,2015,2,26,0,20,00,12.650842,,0.56758535,3.5110667,30.02,188.8705,13.802094,1.1380047,0,90.362137,14.369659,,3.4254205,0.089573331,286.69513,0.0096500004,,8.3836002,0.81290603,,,,,,,,,Fri May 15 2015 16:19:01 GMT+0000 (UTC),Fri May 15 2015 16:19:01 GMT+0000 (UTC)
410510080,2015,2,26,0,25,00,13.015848,,0.39320666,3.7772667,30.02,179.0289,13.849884,1.1214353,0,90.442001,14.243089,,3.6797333,0.054693334,367.47977,0.010726667,,8.4035997,0.96109134,,,,,,,,,Fri May 15 2015 16:19:01 GMT+0000 (UTC),Fri May 15 2015 16:19:01 GMT+0000 (UTC)
410510080,2015,2,26,0,30,00,12.353662,,0.32793266,3.2353334,30.02,177.52353,13.835749,1.2172034,0,90.44413,14.163687,,3.1600776,0.046106666,351.72952,0.01078,,8.3870668,0.91439402,,,,,,,,,Fri May 15 2015 16:19:01 GMT+0000 (UTC),Fri May 15 2015 16:19:01 GMT+0000 (UTC)
410510080,2015,2,26,0,35,00,13.066828,,0.22169867,3.4466,30.02,179.90088,13.708207,1.1471027,0,90.504135,13.929914,,3.3569064,0.038679998,318.1348,0.011473333,,8.3810663,0.82746667,,,,,,,,,Fri May 15 2015 16:19:01 GMT+0000 (UTC),Fri May 15 2015 16:19:01 GMT+0000 (UTC)
410510080,2015,2,26,0,40,00,12.167482,,0.24640666,3.7908001,30.01576,175.21623,13.333481,1.1068946,0,90.659866,13.579882,,3.7052615,0.039386667,414.12827,0.011763333,,8.3464003,0.78752333,,,,,,,,,Fri May 15 2015 16:19:01 GMT+0000 (UTC),Fri May 15 2015 16:19:01 GMT+0000 (UTC)
410510080,2015,2,26,0,45,00,12.910575,,0.29751268,4.0050669,30.014,179.1926,12.649421,1.1148534,0,90.739601,12.94694,,3.9033177,0.037760001,282.05649,0.012283334,,8.3230667,0.73301333,,,,,,,,,Fri May 15 2015 16:19:01 GMT+0000 (UTC),Fri May 15 2015 16:19:01 GMT+0000 (UTC)
