epa_station_key,year,month,day,hour,minute,second,sd_hor_wind_dir,upper_level_temp,nitric_oxide,wind_speed,barometric_pressure,resultant_direction,nitrogen_dioxide,sulfur_dioxide,solar_radiation,relative_humidity,nitrogen_oxides,middle_level_temperature,resultant_speed,delta_temperature,carbon_monoxide,ozone,lower_level_temperature,temperature,light_scatter,epa,city,site,site_code,o3,pmest,lon,lat,_created_at,_updated_at
410510080,2015,2,25,0,0,00,15.179149,,0.61560267,5.3102002,30.15192,169.09277,13.746558,1.0795,0,71.341599,14.362161,,5.1237187,0.10665333,281.28857,0.021963334,,7.9735999,0.50589532,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,0,5,00,13.62484,,0.836546,4.2900667,30.152,169.22452,12.506334,1.0795,0,71.183334,13.342894,,4.168684,0.082560003,272.46732,0.021679999,,8.0080004,0.5106793,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,0,10,00,12.289195,,0.77196002,5.0872664,30.155439,176.35455,12.161439,1.0795,0,70.999199,12.933396,,4.9701653,0.12969333,239.09372,0.022956667,,7.9912,0.47828132,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,0,15,00,12.108515,,0.63833064,5.0572667,30.158001,177.0321,11.742386,1.125172,0,70.963203,12.380714,,4.9442539,0.11526667,237.138,0.023783334,,8.0134668,0.54479533,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,0,20,00,11.815866,,0.54603267,4.0835333,30.158001,181.68851,10.894258,1.1004393,0,71.161201,11.440285,,3.9966378,0.13229333,260.94946,0.023563333,,7.9802666,0.51593798,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,0,25,00,12.666959,,0.47860867,3.9874001,30.158001,181.82373,10.338555,0.92711735,0,70.995865,10.817156,,3.8898866,0.10909333,214.20314,0.023533333,,7.9809332,0.46784934,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,0,30,00,13.171464,,0.45698333,3.6758001,30.158001,186.40898,10.186021,0.71849668,0,71.0756,10.642988,,3.5786037,0.08168,222.45468,0.023266668,,7.9898667,0.46729201,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,0,35,00,16.061594,,0.46310467,3.6429334,30.158001,187.08487,10.480045,0.52405465,0,71.202797,10.943146,,3.4996953,0.13,225.36424,0.022723334,,7.9535999,0.47533599,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,0,40,00,15.246857,,0.47124666,3.8476667,30.16004,185.79875,10.528121,0.57896799,0,71.094002,10.999378,,3.7113378,0.11285333,246.41571,0.024156667,,7.9849334,0.79120266,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,0,45,00,15.894566,,0.39447334,3.5947332,30.164,207.61687,10.422312,0.62646931,0,71.173737,10.816773,,3.4563148,0.11618666,210.00967,0.022843333,,7.9899998,0.495648,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,0,50,00,15.596822,,0.39150599,3.2144666,30.164,197.83939,10.302514,0.68535268,0,71.313065,10.694026,,3.0952847,0.083333336,232.69261,0.023073334,,7.9885335,0.62564331,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,0,55,00,21.400265,,0.35656399,2.9698668,30.164,179.24403,10.267612,0.82143801,0,71.689598,10.624168,,2.7625639,0.081933334,331.53766,0.024793332,,7.9462667,1.4491113,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,1,0,00,16.740044,,0.41261333,3.8215334,30.164,175.366,10.273688,0.92321199,0,72.060669,10.686296,,3.6583107,0.098666668,290.47794,0.022276666,,7.8800001,1.0398114,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,1,5,00,14.112162,,0.46274135,4.0289998,30.164,170.26538,10.594342,1.040846,0,72.122932,11.057075,,3.906703,0.13382667,260.58459,0.020836666,,7.8510666,0.68616933,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
410510080,2015,2,25,1,10,00,18.794018,,0.49177533,3.1430666,30.163839,173.67633,10.903232,0.88678199,0,71.624397,11.395012,,2.9738579,0.12527999,283.20471,0.022783333,,7.8854666,0.824884,,,,,,,,,Fri May 15 2015 16:18:58 GMT+0000 (UTC),Fri May 15 2015 16:18:58 GMT+0000 (UTC)
