epa_station_key,year,month,day,hour,minute,second,sd_hor_wind_dir,nitric_oxide,wind_speed,barometric_pressure,resultant_direction,nitrogen_dioxide,sulfur_dioxide,solar_radiation,relative_humidity,nitrogen_oxides,resultant_speed,delta_temperature,carbon_monoxide,ozone,temperature,light_scatter,epa,city,site,site_code,o3,pmest,lon,lat,_created_at,_updated_at
410510080,2015,2,23,0,0,0,16.109901,0.39021999,11.891133,30.072041,88.68158,3.6359241,0.2168,0,29.729467,4.0261474,11.420763,0.19413333,556.9455,0.039496668,6.8288002,0.28813267,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
410510080,2015,2,23,0,5,0,15.062307,0.31435999,12.22,30.07268,96.115013,3.3990901,0.2168,0,29.325199,3.7134533,11.797444,0.20357333,258.90375,0.039209999,6.8305335,0.28332999,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
410510080,2015,2,23,0,10,0,13.782422,0.28977534,11.488067,30.073919,89.484444,3.2548573,0.2168,0,29.053467,3.5446327,11.155462,0.15896,161.14114,0.039246667,6.9060001,0.28127268,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
410510080,2015,2,23,0,15,0,14.540394,0.228342,9.7637329,30.073999,92.197929,3.182332,0.196234,0,29.441601,3.4106674,9.4491043,0.19834666,162.58629,0.039073333,6.8060002,0.27724066,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
410510080,2015,2,23,0,20,0,14.999055,0.29445466,9.3898001,30.074039,102.18167,3.1718719,0.25682268,0,29.331467,3.4663367,9.067831,0.22205333,164.7133,0.039143335,6.6769333,0.28615201,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
410510080,2015,2,23,0,25,0,16.70397,0.39610001,8.6689997,30.07752,94.505745,3.0970199,0.50631398,0,29.558134,3.4931266,8.3003292,0.23004,166.10492,0.038823333,6.6012001,0.28093535,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
410510080,2015,2,23,0,30,0,20.793583,0.34121734,7.0582666,30.07412,90.513458,3.1047239,0.53104335,0,29.798,3.445936,6.593123,0.28001332,168.4733,0.038656667,6.4269333,0.28738865,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
410510080,2015,2,23,0,35,0,16.293978,0.22374333,10.5706,30.075121,87.182076,3.0742188,0.568946,0,29.5984,3.2979608,10.142856,0.26556,170.72833,0.039129999,6.5382667,0.27706,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
410510080,2015,2,23,0,40,0,12.83736,0.24035934,10.468066,30.07476,85.523102,3.0471206,0.73553336,0,29.538534,3.2874701,10.205132,0.21629333,170.90176,0.039043333,6.5790668,0.28474534,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
410510080,2015,2,23,0,45,0,11.837392,0.32714799,9.6611996,30.07856,82.402061,3.0560586,0.87950999,0,29.840799,3.3831999,9.4548645,0.20309334,170.46095,0.038679998,6.5766668,0.28552666,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
410510080,2015,2,23,0,50,0,12.582173,0.26235068,9.1266003,30.078119,85.73613,3.156126,0.92161268,0,30.530533,3.4184632,8.9063835,0.24408001,175.24995,0.038043335,6.3652,0.30736333,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
410510080,2015,2,23,0,55,0,12.844193,0.33788401,12.002067,30.079081,87.154663,3.2487321,0.95680732,0,30.534134,3.5866313,11.70028,0.19288,179.28107,0.037773333,6.4089332,0.31514665,,,,,,,,,Fri May 15 2015 16:18:53 GMT+0000 (UTC),Fri May 15 2015 16:18:53 GMT+0000 (UTC)
